No,Inglés ,Español ,Genero,Inventores,No. De inventore/Patente,Mujeres/Patente,Hombres/Patente,Register IMPI,Fecha de presentación ,TAE (Año),Estatus ,No. Inventores/Proyecto ,No. Hombres/Proyecto,No. Mujeres/Proyecto ,Número de ideas / Proyecto ,Aportación complementaria a sueldos y salarios / Proyecto,Servicios Externos y comerciales ,Servicios del IMPI,Monto total aprobado / Proyecto,N. de cesiones 
242.00,Seat Recline System When Imapct on Windshield ,Sistema y Método de Reclinación de Asiento en Caso de Emergencia ,H,Manuel Alejandro Garcia Medina ,5.00,0.00,5.00,MX/a/2024/014679,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
242.00,Seat Recline System When Imapct on Windshield ,Sistema y Método de Reclinación de Asiento en Caso de Emergencia ,H,Jorge Adrian Mora Valencia ,5.00,0.00,5.00,MX/a/2024/014679,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
242.00,Seat Recline System When Imapct on Windshield ,Sistema y Método de Reclinación de Asiento en Caso de Emergencia ,H,Calos Eduardo Rodriguez Valadez ,5.00,0.00,5.00,MX/a/2024/014679,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
243.00,Tire Sidewall Bubble Detection ,Sistema y Métodos de Detección de Defectos en un Neumatico ,H,German Quiñonez Felix,5.00,0.00,5.00,MX/a/2024/014678,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
243.00,Tire Sidewall Bubble Detection ,Sistema y Métodos de Detección de Defectos en un Neumatico ,H,Daniel Su Su-Choung,5.00,0.00,5.00,MX/a/2024/014678,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
243.00,Tire Sidewall Bubble Detection ,Sistema y Métodos de Detección de Defectos en un Neumatico ,H,Rodolfo Paz Carreño ,5.00,0.00,5.00,MX/a/2024/014678,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
243.00,Tire Sidewall Bubble Detection ,Sistema y Métodos de Detección de Defectos en un Neumatico ,H,Cesar Yire Ponce ,5.00,0.00,5.00,MX/a/2024/014678,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
243.00,Tire Sidewall Bubble Detection ,Sistema y Métodos de Detección de Defectos en un Neumatico ,H,Job Felipe Castellanos de la Cruz ,5.00,0.00,5.00,MX/a/2024/014678,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
244.00,Antithief Security Adjustable Seat ,Sistema de Asiento Ajustable Antirrobo para Vehiculos ,H,Victor Hugo Rico Osuna ,5.00,0.00,5.00,MX/a/2024/014675,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
244.00,Antithief Security Adjustable Seat ,Sistema de Asiento Ajustable Antirrobo para Vehiculos ,H,Rodolfo Lopez Govea ,5.00,0.00,5.00,MX/a/2024/014675,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
244.00,Antithief Security Adjustable Seat ,Sistema de Asiento Ajustable Antirrobo para Vehiculos ,H,Daniel Lorenzo Vazquez Moreno ,5.00,0.00,5.00,MX/a/2024/014675,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
244.00,Antithief Security Adjustable Seat ,Sistema de Asiento Ajustable Antirrobo para Vehiculos ,H,Mario Alberto Recinos Silva ,5.00,0.00,5.00,MX/a/2024/014675,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
244.00,Antithief Security Adjustable Seat ,Sistema de Asiento Ajustable Antirrobo para Vehiculos ,H,Aciel Salvador Ochoa Jimenez ,5.00,0.00,5.00,MX/a/2024/014675,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
245.00,Stolen Vehicle Recovery System ,Sistema y Método para Deshabilitar un Vehíuclo Robado,H,Rodolfo Lopez Govea ,5.00,0.00,5.00,MX/a/2025/003138,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
245.00,Stolen Vehicle Recovery System ,Sistema y Método para Deshabilitar un Vehíuclo Robado,H,Aciel Salvador Ochoa Jimenez ,5.00,0.00,5.00,MX/a/2025/003138,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
245.00,Stolen Vehicle Recovery System ,Sistema y Método para Deshabilitar un Vehíuclo Robado,H,Mario Alberto Recinos Silva ,5.00,0.00,5.00,MX/a/2025/003138,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
245.00,Stolen Vehicle Recovery System ,Sistema y Método para Deshabilitar un Vehíuclo Robado,H,Victor Hugo Rico Osuna ,5.00,0.00,5.00,MX/a/2025/003138,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
245.00,Stolen Vehicle Recovery System ,Sistema y Método para Deshabilitar un Vehíuclo Robado,H,Daniel Lorenzo Vazquez Moreno ,5.00,0.00,5.00,MX/a/2025/003138,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
246.00,Passenger Car Smart Security Advisory System ,Sistema de Asistencia de Seguridad Inteligente para Vehículos de Pasajeros ,H,Miguel Guillen Gonzalez ,5.00,0.00,5.00,MX/a/2025/003143,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
246.00,Passenger Car Smart Security Advisory System ,Sistema de Asistencia de Seguridad Inteligente para Vehículos de Pasajeros ,H,Jose Javier Ruiz Casillas ,5.00,0.00,5.00,MX/a/2025/003143,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
246.00,Passenger Car Smart Security Advisory System ,Sistema de Asistencia de Seguridad Inteligente para Vehículos de Pasajeros ,H,Francisco David Covarrubias Padilla ,5.00,0.00,5.00,MX/a/2025/003143,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
246.00,Passenger Car Smart Security Advisory System ,Sistema de Asistencia de Seguridad Inteligente para Vehículos de Pasajeros ,H,Rut Audelo Valverde ,5.00,0.00,5.00,MX/a/2025/003143,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
246.00,Passenger Car Smart Security Advisory System ,Sistema de Asistencia de Seguridad Inteligente para Vehículos de Pasajeros ,H,Alan Raul Galvan Aldana ,5.00,0.00,5.00,MX/a/2025/003143,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
247.00,City Simulator Based on Data Gathered from Intelligent Intersection System ,Sistema y Método de Intersección Inteligente para la Generación de un Entorno de la Realidad Virtual ,H,Pablo Arturo Martinez Gonzalez ,4.00,1.00,3.00,MX/a/2024/014672,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
247.00,City Simulator Based on Data Gathered from Intelligent Intersection System ,Sistema y Método de Intersección Inteligente para la Generación de un Entorno de la Realidad Virtual ,H,Roberto Cañas Vargas ,4.00,1.00,3.00,MX/a/2024/014672,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
247.00,City Simulator Based on Data Gathered from Intelligent Intersection System ,Sistema y Método de Intersección Inteligente para la Generación de un Entorno de la Realidad Virtual ,H,Hugo Martinez Paredes ,4.00,1.00,3.00,MX/a/2024/014672,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
247.00,City Simulator Based on Data Gathered from Intelligent Intersection System ,Sistema y Método de Intersección Inteligente para la Generación de un Entorno de la Realidad Virtual ,M,Montserrat Morales Parra ,4.00,1.00,3.00,MX/a/2024/014672,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
248.00,City Design Based on Data on Gathered from Intelligent Intersection System ,Sistema y Método de Intersección para el Diseño o Planeación Urbana ,H,Pablo Arturo Martinez Gonzalez ,4.00,1.00,3.00,MX/a/2024/014671,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
248.00,City Design Based on Data on Gathered from Intelligent Intersection System ,Sistema y Método de Intersección para el Diseño o Planeación Urbana ,H,Roberto Cañas Vargas ,4.00,1.00,3.00,MX/a/2024/014671,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
248.00,City Design Based on Data on Gathered from Intelligent Intersection System ,Sistema y Método de Intersección para el Diseño o Planeación Urbana ,H,Hugo Martinez Paredes ,4.00,1.00,3.00,MX/a/2024/014671,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
248.00,City Design Based on Data on Gathered from Intelligent Intersection System ,Sistema y Método de Intersección para el Diseño o Planeación Urbana ,M,Montserrat Morales Parra ,4.00,1.00,3.00,MX/a/2024/014671,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
249.00,Dengerous Driving Protection ,Sistema de Conducción Peligrosa ,H,Hugo José Ordoñez Rodríguez ,4.00,1.00,3.00,MX/a/2025/003144,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
249.00,Dengerous Driving Protection ,Sistema de Conducción Peligrosa ,H,Christopher Christian Ramírez ,4.00,1.00,3.00,MX/a/2025/003144,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
249.00,Dengerous Driving Protection ,Sistema de Conducción Peligrosa ,H,Victor Manuel Sosa Aguilera ,4.00,1.00,3.00,MX/a/2025/003144,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
249.00,Dengerous Driving Protection ,Sistema de Conducción Peligrosa ,M,Illiana Berenice Tejeda Hernandez ,4.00,1.00,3.00,MX/a/2025/003144,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
250.00,Distributed Real Time Fleet Monitoring ,Sistema de Monitoreo Distribuido de Flotillas de Vehículos en Tiempo Real ,H,Miguel Alejandro Fernandez Garcia ,3.00,2.00,1.00,MX/a/2025/003137,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
250.00,Distributed Real Time Fleet Monitoring ,Sistema de Monitoreo Distribuido de Flotillas de Vehículos en Tiempo Real ,M,Adriana Marible Lira Gonzalez ,3.00,2.00,1.00,MX/a/2025/003137,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
250.00,Distributed Real Time Fleet Monitoring ,Sistema de Monitoreo Distribuido de Flotillas de Vehículos en Tiempo Real ,M,Berenice Prado Villalobos ,3.00,2.00,1.00,MX/a/2025/003137,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
251.00,Pothole Sonar System ,Sistema y Método de Detección de Baches ,H,Alejandro Norzagaray Contreras ,3.00,1.00,2.00,MX/a/2025/003136,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
251.00,Pothole Sonar System ,Sistema y Método de Detección de Baches ,M,Claudia Maria Damy Angulo ,3.00,1.00,2.00,MX/a/2025/003136,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
251.00,Pothole Sonar System ,Sistema y Método de Detección de Baches ,H,José Joaquin Quiñonez Bernardino ,3.00,1.00,2.00,MX/a/2025/003136,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
252.00,Anti-Slam-Door System ,Sistema y Método Anto-Azote de una Puerta de Vehículo ,M,Maria Fernanda Martínez Espinoza ,3.00,2.00,1.00,MX/a/2024/014680,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
252.00,Anti-Slam-Door System ,Sistema y Método Anto-Azote de una Puerta de Vehículo ,M,Paulina Galalrdo Gutierrez ,3.00,2.00,1.00,MX/a/2024/014680,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
252.00,Anti-Slam-Door System ,Sistema y Método Anto-Azote de una Puerta de Vehículo ,H,Christopherson Tadeo Torres Martinez ,3.00,2.00,1.00,MX/a/2024/014680,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
253.00,Smart Docking Station for Low-Cost Infotainment System ,Estación de Acoplamiento Inteligente para Sistemas de Infoentretenimiento de Bajo Coste en Vehículos ,H,Juan José Pacho Mendez ,3.00,1.00,2.00,MX/a/2025/003142,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
253.00,Smart Docking Station for Low-Cost Infotainment System ,Estación de Acoplamiento Inteligente para Sistemas de Infoentretenimiento de Bajo Coste en Vehículos ,H,Jorge Eduardo Flores Salcido ,3.00,1.00,2.00,MX/a/2025/003142,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
253.00,Smart Docking Station for Low-Cost Infotainment System ,Estación de Acoplamiento Inteligente para Sistemas de Infoentretenimiento de Bajo Coste en Vehículos ,M,Karen Anaid Sanchez Ramirez,3.00,1.00,2.00,MX/a/2025/003142,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
254.00,Self-Balancing Surface for Protecting Fragile Items and Preventing Spills ,Sistema de Balanceo de Superficie para un Vehículo ,H,Luis Enrique Beltrán Gonzalez ,3.00,1.00,2.00,MX/a/2025/003145,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
254.00,Self-Balancing Surface for Protecting Fragile Items and Preventing Spills ,Sistema de Balanceo de Superficie para un Vehículo ,H,Francisco Alejandro Fuentes Perez ,3.00,1.00,2.00,MX/a/2025/003145,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
254.00,Self-Balancing Surface for Protecting Fragile Items and Preventing Spills ,Sistema de Balanceo de Superficie para un Vehículo ,M,Nahomy Montserrat Tevera Martinez,3.00,1.00,2.00,MX/a/2025/003145,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
255.00,Window and windshield detachment when car is sinking,Sistema y Método de Rotura de Cristales de un Vehíuclo en Caso de Inundación ,H,Mario Arturo Quiroga Aguilar ,2.00,0.00,2.00,MX/a/2024/014676,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
255.00,Window and windshield detachment when car is sinking,Sistema y Método de Rotura de Cristales de un Vehíuclo en Caso de Inundación ,H,Sergio Geovanny Angulo Castro ,2.00,0.00,2.00,MX/a/2024/014676,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
256.00,Security Hood Control Modile System With ESCL Module ,Sistema de Bloqueo de Cerradura de Comportamiento de Vehículo ,H,Mario Eduardo Jacobo Solorzano ,2.00,0.00,2.00,MX/a/2024/014670,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
256.00,Security Hood Control Modile System With ESCL Module ,Sistema de Bloqueo de Cerradura de Comportamiento de Vehículo ,H,Gilberto Sanchez Cevallos ,2.00,0.00,2.00,MX/a/2024/014670,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
257.00,Head-Up Display Using Cassegrain's Telescope Principe ,Sistema de visualziaicón Cabeza Arriba Empleado el Principio del Telescopio ,H,Manuel Hernandez Diaz,2.00,0.00,2.00,MX/a/2024/014674,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
257.00,Head-Up Display Using Cassegrain's Telescope Principe ,Sistema de visualziaicón Cabeza Arriba Empleado el Principio del Telescopio ,H,Marcelo Vaca Pereira Ghirghi,2.00,0.00,2.00,MX/a/2024/014674,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
258.00,Waveguide Projector for A Pillar to Avoid Blind Spot,Sistema de Proyección para Evitar Puntos Ciegos en el Pilar A de un Vehíuclo ,H,Oscar Eduardo Beltran Martinez ,1.00,0.00,1.00,MX/a/2025/003139,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
259.00,Road Surface Condition Learning and Adaption System for Autonomous Vehicle Navigation ,Sistema y Método de Aprendizaje y Adaptación de Suspensión de un Vehíuclo ,H,Ivan Eduardo Rodriguez Gonzalez ,1.00,0.00,1.00,MX/a/2025/003140,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
260.00,INTEGRATED Pneumatic/Hydraulic JACK SYSTEM FOR FOUR-WHEELER ,Sistema de Elevación Integral para un Vehículo ,M,Nandeesha Malleshappa ,1.00,1.00,0.00,MX/a/2025/003141,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
261.00,Smart Active-Passive Safety Tire Monitoring System ,Sistema de Inspección de Neumáticos para un Vehículo ,H,Victor Manuel Camacho Ruiz ,1.00,0.00,1.00,MX/a/2025/003146,18/03/2025,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
262.00,High Speed CAN (HSC) for Vehícule Applications Using LIFI instead the Cables or Harness ,Red de Área de Controlador (CAN) de Alta Velocidad para Vehículos Utilizando Tecnologias de Comunicación por Luz (LIFI),H,Alfredo Gómez Pelayo ,1.00,0.00,1.00,MX/a/2024/014673,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
263.00,Wheel Off Sensor ,Sistema de Monitoreo de Apriete de Ruedas en Vehículos ,M,Aline Karimi Martinez Zamudio ,1.00,1.00,0.00,MX/a/2024/014677,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
264.00,Minor rear-end collision avoidance ,Sistema de Prevención de Coliisones Menores ,H,Luevanos Peña Fernando ,2.00,0.00,2.00,MX/a/2025/007975,07/07/2025,2025,En revisión,34.00,30.00,4.00,26.00,"$402,000.00","$1,384,000.00","$118,300.00","$1,904,300.00",38.00
264.00,Minor rear-end collision avoidance ,Sistema de Prevención de Coliisones Menores ,H,Tapia Madrigal Marco Antonio ,2.00,0.00,2.00,MX/a/2025/007975,07/07/2025,2025,En revisión,34.00,30.00,4.00,26.00,"$402,000.00","$1,384,000.00","$118,300.00","$1,904,300.00",38.00
265.00,Intelligent Emergency Braking System ,Sistema de Frenos Avanzado para Vehículos ,H,Guerrero Bañales Luis Daniel ,2.00,0.00,2.00,MX/a/2025/007974,07/07/2025,2025,En revisión,34.00,30.00,4.00,26.00,"$402,000.00","$1,384,000.00","$118,300.00","$1,904,300.00",38.00
265.00,Intelligent Emergency Braking System ,Sistema de Frenos Avanzado para Vehículos ,H,Cinco Garcia Marco Antonio ,2.00,0.00,2.00,MX/a/2025/007974,07/07/2025,2025,En revisión,34.00,30.00,4.00,26.00,"$402,000.00","$1,384,000.00","$118,300.00","$1,904,300.00",38.00
266.00,Power Window Security System Baes on Infra Red Sensors ,Sistema de Seguridad para Detectar Objetocs en las Ventanas de un Vehículo ,H,Loera Diaz Roberto,1.00,0.00,1.00,MX/a/2025/007973,07/07/2025,2025,En revisión,34.00,30.00,4.00,26.00,"$402,000.00","$1,384,000.00","$118,300.00","$1,904,300.00",38.00
